locusId	sysName	type	scaffoldId	strand	old_name	desc	GC	nTA	name	begin	end
15413	b1293	1	7023	-	sapB	predicted antimicrobial peptide transporter subunit (NCBI)	0.5145	29	sapB	1354505	1355470
15414	b1294	1	7023	-	sapA	predicted antimicrobial peptide transporter subunit (NCBI)	0.5426	56	sapA	1355467	1357110
15415	b1295	1	7023	-	ymjA	hypothetical protein (NCBI)	0.4837	7	ymjA	1357423	1357668
15416	b1296	1	7023	-	ycjJ	putative amino acid/amine transport protein (VIMSS)	0.5332	44	puuP	1357802	1359187
15417	b1297	1	7023	-	b1297	putative glutamine synthetase (EC 6.3.1.2) (VIMSS)	0.5349	41	puuA	1359490	1360908
15418	b1298	1	7023	+	ycjL	probable amidotransferase subunit (VIMSS)	0.5229	23	puuD	1361120	1361884
15419	b1299	1	7023	+	puuR	DNA-binding transcriptional repressor (NCBI)	0.509	21	puuR	1361911	1362468
15420	b1300	1	7023	+	puuC	gamma-Glu-gamma-aminobutyraldehyde dehydrogenase, NAD(P)H-dependent (NCBI)	0.5733	27	puuC	1362743	1364230
15421	b1301	1	7023	+	puuB	gamma-Glu-putrescine oxidase, FAD/NAD(P)-binding (NCBI)	0.5824	37	puuB	1364232	1365512
15422	b1302	1	7023	+	puuE	GABA aminotransferase, PLP-dependent (NCBI)	0.5766	33	puuE	1365550	1366815
15423	b1303	1	7023	-	pspF	psp operon transcriptional activator (VIMSS)	0.5174	24	pspF	1366935	1367912
15424	b1304	1	7023	+	pspA	regulatory protein for phage-shock-protein operon (NCBI)	0.4933	10	pspA	1368079	1368747
15425	b1305	1	7023	+	pspB	phage shock protein B (NCBI)	0.4756	7	pspB	1368801	1369025
15426	b1306	1	7023	+	pspC	DNA-binding transcriptional activator (NCBI)	0.5028	9	pspC	1369025	1369384
15427	b1307	1	7023	+	pspD	peripheral inner membrane phage-shock protein (NCBI)	0.545	9	pspD	1369393	1369614
15428	b1308	1	7023	+	pspE	thiosulfate:cyanide sulfurtransferase (rhodanese) (NCBI)	0.5079	7	pspE	1369689	1370003
15429	b1309	1	7023	+	ycjM	putative polysaccharide hydrolase (VIMSS)	0.4387	81	ycjM	1370216	1371895
15430	b1310	1	7023	+	ycjN	predicted sugar transporter subunit: periplasmic-binding component of ABC superfamily (NCBI)	0.5004	47	ycjN	1371909	1373201
15431	b1311	1	7023	+	ycjO	predicted sugar transporter subunit: membrane component of ABC superfamily (NCBI)	0.5363	30	ycjO	1373222	1374103
15432	b1312	1	7023	+	ycjP	predicted sugar transporter subunit: membrane component of ABC superfamily (NCBI)	0.5279	22	ycjP	1374090	1374932
15433	b1313	1	7023	+	ycjQ	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (NCBI)	0.5575	28	ycjQ	1374963	1376015
15434	b1314	1	7023	+	b1314	putative transient receptor potential locus (VIMSS)	0.5361	29	ycjR	1376034	1376822
15435	b1315	1	7023	+	ycjS	predicted oxidoreductase, NADH-binding (NCBI)	0.5473	26	ycjS	1376832	1377887
15436	b1316	1	7023	+	ycjT	predicted hydrolase (NCBI)	0.5375	64	ycjT	1377884	1380151
15437	b1317	1	7023	+	ycjU	predicted beta-phosphoglucomutase (NCBI)	0.5652	13	ycjU	1380148	1380807
1936466	b4524	7	7023	+	ycjV	NA	0.4908	34	ymjB	1381789	1381902
15439	b1319	1	7023	+	ompG	outer membrane porin (NCBI)	0.4989	41	ompG	1381947	1382852
15440	b1320	1	7023	-	ycjW	predicted DNA-binding transcriptional regulator (NCBI)	0.4545	41	ycjW	1382963	1383961
15441	b1321	1	7023	+	ycjX	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)	0.5443	43	ycjX	1384117	1385514
15442	b1322	1	7023	+	ycjF	hypothetical protein (NCBI)	0.5631	26	ycjF	1385511	1386572
15443	b1323	1	7023	+	tyrR	DNA-binding transcriptional dual regulator, tyrosine-binding (NCBI)	0.5214	44	tyrR	1386720	1388261
15444	b1324	1	7023	-	tpx	thiol peroxidase (NCBI)	0.5128	13	tpx	1388305	1388811
15445	b1325	1	7023	+	ycjG	putative muconate cycloisomerase I (EC 5.5.-.-) (VIMSS)	0.5466	28	ycjG	1388930	1389895
15446	b1326	1	7023	-	mpaA	murein peptide amidase A (RefSeq)	0.5487	13	mpaA	1389870	1390598
1936468	b4525	7	7023	-	ymjC	NA	0.413	5	ymjC	1390680	1390862
7497347	b4673	7	7023	-	ymjD	NA	0.3636	5	ymjD	1390868	1390933
15447	b1327	1	7023	-	ycjY	predicted hydrolase (RefSeq)	0.4799	41	ycjY	1390933	1391853
15448	b1328	1	7023	+	ycjZ	predicted DNA-binding transcriptional regulator (NCBI)	0.4656	39	pgrR	1391991	1392890
15449	b1329	1	7023	+	b1329	putative transport periplasmic protein (VIMSS)	0.4796	66	mppA	1393227	1394840
15450	b1330	1	7023	-	ynaI	conserved inner membrane protein (NCBI)	0.4322	58	ynaI	1394891	1395922
15451	b1331	1	7023	+	insH-4	IS5 transposase and trans-activator (NCBI)	0.5467	13	insH4	1396112	1397092
15452	b1332	1	7023	+	ynaJ	predicted inner membrane protein (NCBI)	0.4535	9	ynaJ	1397365	1397622
15453	b1333	1	7023	-	uspE	stress-induced protein (NCBI)	0.5058	27	uspE	1397672	1398622
15454	b1334	1	7023	-	fnr	DNA-binding transcriptional dual regulator, global regulator of anaerobic growth (NCBI)	0.5166	18	fnr	1398774	1399526
15455	b1335	1	7023	-	ogt	O-6-alkylguanine-DNA:cysteine-protein methyltransferase (NCBI)	0.531	17	ogt	1399721	1400236
15456	b1336	1	7023	-	ydaH	putative pump protein (transport) (VIMSS)	0.4925	57	abgT	1400247	1401773
15457	b1337	1	7023	-	abgB	predicted peptidase, aminobenzoyl-glutamate utilization protein (NCBI)	0.5256	44	abgB	1401810	1403255
15458	b1338	1	7023	-	ydaJ	putative aminohydrolase (EC 3.5.1.14) (VIMSS)	0.5523	33	abgA	1403255	1404565
15459	b1339	1	7023	+	abgR	predicted DNA-binding transcriptional regulator (NCBI)	0.4961	34	abgR	1404741	1405649
1936472	b4426	6	7023	-	isrA	unknown RNA (NCBI)	0.4494	7	mcaS	1405658	1405751
15460	b1340	1	7023	+	ydaL	hypothetical protein (NCBI)	0.5426	19	smrA	1405979	1406542
15461	b1341	1	7023	-	b1341	orf, hypothetical protein (VIMSS)	0.4769	46	dgcM	1406563	1407795
15462	b1342	1	7023	+	ydaN	zinc transporter (NCBI)	0.5193	31	zntB	1408050	1409033
10279117	b4699	6	7023	+	fnrS	FNR-activated anaerobic sRNA antisense regulator down regulates cydDC, metE, sodA, sodB, Hfq-dependent; mediates negative FNR regulation (RefSeq)	0.4426	5	fnrS	1409129	1409250
15463	b1343	1	7023	+	dbpA	ATP-dependent RNA helicase, specific for 23S rRNA (NCBI)	0.5197	36	dbpA	1409511	1410884
15464	b1344	1	7023	-	ydaO	predicted C32 tRNA thiolase (NCBI)	0.4861	30	ttcA	1411013	1411948
15465	b1345	1	7023	-	intR	Rac prophage; integrase (NCBI)	0.4296	53	intR	1412000	1413235
15466	b1346	1	7023	-	ydaQ	orf, hypothetical protein (VIMSS)	0.4491	9	xisR	1413237	1413452
15467	b1347	1	7023	-	ydaC	Rac prophage; predicted protein (NCBI)	0.3476	9	rcbA	1413531	1413740
15468	b1348	1	7023	-	lar	Rac prophage; restriction alleviation protein (NCBI)	0.4051	8	ralR	1413733	1413927
15469	b1349	1	7023	-	recT	Rac prophage; recombination and repair protein (NCBI)	0.4716	33	recT	1413984	1414793
15470	b1350	1	7023	-	recE	Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease (NCBI)	0.494	73	recE	1414786	1417386
15471	b1351	1	7023	-	racC	Rac prophage; predicted protein (NCBI)	0.3913	10	racC	1417488	1417763
1936475	b4526	1	7023	-	ydaE	Rac prophage; conserved protein (NCBI)	0.3684	4	ydaE	1417838	1418008
15473	b1352	1	7023	-	ydaD	orf, hypothetical protein (VIMSS)	0.4189	13	kilR	1418008	1418229
15474	b1353	1	7023	+	sieB	phage superinfection exclusion protein (VIMSS)	0.3722	28	sieB	1418671	1419159
15476	b4527	1	7023	-	b1354	orf, hypothetical protein (VIMSS)	0.4936	3	ydaF	1419156	1419311
15477	b1355	1	7023	-	b1355	orf, hypothetical protein (VIMSS)	0.4741	8	ydaG	1419322	1419456
15478	b1356	1	7023	-	racR	Rac prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.4193	24	racR	1419765	1420241
15479	b1357	1	7023	+	ydaS	Rac prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.4343	10	ydaS	1420365	1420661
15480	b1358	1	7023	+	ydaT	Rac prophage; predicted protein (NCBI)	0.5083	11	ydaT	1420684	1421106
15481	b1359	1	7023	+	ydaU	Rac prophage; conserved protein (NCBI)	0.479	20	ydaU	1421119	1421976
15482	b1360	1	7023	+	ydaV	Rac prophage; predicted DNA replication protein (NCBI)	0.5274	13	ydaV	1421983	1422729
15483	b1361	7	7023	+	ydaW	orf, hypothetical protein (VIMSS)	0.478	12	ydaW	1422752	1423312
15484	b1362	7	7023	+	rzpR	putative Rac prophage endopeptidase (VIMSS)	0.5248	10	rzpR	1423345	1423644
1936482	b4528	1	7023	+	rzoR	Rac prophage; predicted lipoprotein (NCBI)	0.5699	2	rzoR	1423400	1423585
15485	b1363	1	7023	+	trkG	Rac prophage; potassium transporter subunit (NCBI)	0.3807	93	trkG	1423782	1425239
15487	b1365	1	7023	+	ynaK	Rac prophage; conserved protein (NCBI)	0.4811	9	ynaK	1425377	1425640
15488	b1366	7	7023	+	ydaY	Rac prophage; predicted protein (RefSeq)	0.4901	14	ydaY	1425621	1425980
15490	b1368	7	7023	+	ynaA	Rac prophage; predicted tail protein (RefSeq)	0.4609	27	ynaA	1426454	1427482
1936483	b4570	7	7023	+	lomR	NA	0.5571	8	lomR	NA	NA
15492	b1370	1	7023	-	insH-5	Rac prophage; IS5 transposase and trans-activator (NCBI)	0.5545	14	insH5	1427746	1428726
15494	b1372	1	7023	+	b1372	putative membrane protein (VIMSS)	0.5335	97	stfR	1429049	1432411
15495	b1373	1	7023	+	tfaR	Rac prophage; predicted tail fiber assembly protein (NCBI)	0.4809	20	tfaR	1432411	1432986
15496	b1374	1	7023	-	pinR	Rac prophage; predicted site-specific recombinase (NCBI)	0.4467	18	pinR	1433084	1433674
15497	b1375	1	7023	-	ynaE	cold shock protein, function unknown, Rac prophage (NCBI)	0.359	14	ynaE	1433991	1434224
3446175	b4638	7	7023	-	ttcC	NA	0.3137	3	ttcC	1434958	1435008
15498	b1376	1	7023	-	ynaF	putative filament protein (VIMSS)	0.4851	14	uspF	1435185	1435619
15499	b1377	1	7023	-	ompN	outer membrane pore protein N, non-specific (NCBI)	0.4665	50	ompN	1435760	1436893
1936487	b4427	6	7023	+	micC	regulatory sRNA (NCBI)	0.3853	4	micC	1437121	1437231
15500	b1378	1	7023	-	ydbK	fused predicted pyruvate-flavodoxin oxidoreductase: conserved protein/conserved protein/FeS binding protein (NCBI)	0.5325	101	ydbK	1437260	1440784
1936488	b4529	1	7023	+	ydbJ	hypothetical protein (NCBI)	0.5468	9	ydbJ	1441058	1441324
15501	b1379	1	7023	-	hslJ	heat-inducible protein (NCBI)	0.4681	16	hslJ	1441321	1441743
15502	b1380	1	7023	-	ldhA	D-lactate dehydrogenase (NCBI)	0.501	33	ldhA	1441854	1442843
15503	b1381	1	7023	+	ydbH	hypothetical protein (NCBI)	0.5212	78	ydbH	1443051	1445690
15504	b1382	1	7023	+	ynbE	predicted lipoprotein (NCBI)	0.4301	6	ynbE	1445687	1445872
15505	b1383	1	7023	+	ydbL	orf, hypothetical protein (VIMSS)	0.4495	16	ydbL	1445880	1446206
15506	b1384	1	7023	-	feaR	DNA-binding transcriptional dual regulator (NCBI)	0.4857	38	feaR	1446378	1447283
15507	b1385	1	7023	+	feaB	phenylacetaldehyde dehydrogenase (VIMSS)	0.534	46	feaB	1447519	1449018
15508	b1386	1	7023	-	tynA	tyramine oxidase, copper-requiring (NCBI)	0.5062	93	tynA	1449076	1451349
15509	b1387	1	7023	-	maoC	fused aldehyde dehydrogenase/enoyl-CoA hydratase (NCBI)	0.542	54	paaZ	1451597	1453642
15510	b1388	1	7023	+	paaA	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	0.5215	25	paaA	1453927	1454856
15511	b1389	1	7023	+	paaB	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	0.4965	6	paaB	1454868	1455155
15512	b1390	1	7023	+	paaC	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	0.5301	21	paaC	1455164	1455910
15513	b1391	1	7023	+	paaD	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (RefSeq)	0.5582	13	paaD	1455925	1456422
15514	b1392	1	7023	+	paaE	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	0.5331	32	paaE	1456430	1457500
15515	b1393	1	7023	+	paaF	enoyl-CoA hydratase-isomerase (NCBI)	0.5456	24	paaF	1457497	1458264
15516	b1394	1	7023	+	paaG	enoyl-CoA hydratase (NCBI)	0.545	24	paaG	1458264	1459052
15517	b1395	1	7023	+	paaH	3-hydroxybutyryl-CoA dehydrogenase (NCBI)	0.5322	33	paaH	1459054	1460481
15518	b1396	1	7023	+	paaI	predicted thioesterase (NCBI)	0.5154	12	paaI	1460471	1460893
15519	b1397	1	7023	+	paaJ	acetyl-CoA acetyltransferase (NCBI)	0.5597	31	paaJ	1460893	1462098
15520	b1398	1	7023	+	paaK	phenylacetyl-CoA ligase (NCBI)	0.5183	38	paaK	1462125	1463438
15521	b1399	1	7023	+	paaX	DNA-binding transcriptional repressor of phenylacetic acid degradation, aryl-CoA responsive (NCBI)	0.5037	30	paaX	1463539	1464489
15522	b1400	1	7023	+	paaY	predicted hexapeptide repeat acetyltransferase (NCBI)	0.5059	20	paaY	1464471	1465061
7497348	b4674	1	7023	-	ynbG	expressed protein (RefSeq)	0.1364	11	ynbG	1465165	1465230
1936492	b4492	7	7023	+	ydbA	NA	0.503	93	ydbA	NA	NA
15524	b1402	1	7023	-	insD-2	IS2 insertion element transposase InsAB' (NCBI)	0.5508	25	insD2	1467921	1468826
15525	b1403	1	7023	-	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	8	insC2	1468784	1469149
15526	b1404	1	7023	+	insI-2	IS30 transposase (NCBI)	0.4583	53	insI2	1469358	1470509
15528	b1406	1	7023	+	ydbC	predicted oxidoreductase, NAD(P)-binding (NCBI)	0.5308	21	pdxI	1474221	1475081
15529	b1407	1	7023	+	ydbD	orf, hypothetical protein (VIMSS)	0.4348	107	ydbD	1475144	1477450
15530	b1408	1	7023	+	b1408	probable enzyme (VIMSS)	0.4653	25	ynbA	1477621	1478226
15531	b1409	1	7023	+	ynbB	predicted CDP-diglyceride synthase (NCBI)	0.4359	49	ynbB	1478226	1479122
15532	b1410	1	7023	+	ynbC	predicted hydrolase (NCBI)	0.5091	63	ynbC	1479138	1480895
15533	b1411	1	7023	+	ynbD	predicted phosphatase, inner membrane protein (NCBI)	0.5058	46	ynbD	1480909	1482201
15534	b1412	1	7023	-	azoR	acyl carrier protein phosphodiesterase (NCBI)	0.5198	18	azoR	1482255	1482860
15535	b1413	1	7023	+	hrpA	ATP-dependent helicase (RefSeq)	0.5345	115	hrpA	1483061	1486963
15536	b1414	1	7023	+	ydcF	hypothetical protein (NCBI)	0.5119	33	ydcF	1487235	1488035
15537	b1415	1	7023	+	aldA	aldehyde dehydrogenase A, NAD-linked (NCBI)	0.5097	43	aldA	1488232	1489671
1936496	b4493	7	7023	-	gapC	NA	0.4805	32	gapC	1489713	1490713
15539	b1418	1	7023	+	cybB	cytochrome b(561) (VIMSS)	0.4765	17	cybB	1490902	1491432
3446176	b4597	6	7023	-	rydC	sRNA regulator of yejABEF (RefSeq)	0.5	5	rydC	1491442	1491506
15540	b1419	1	7023	+	ydcA	hypothetical protein (NCBI)	0.4425	7	ydcA	1491677	1491850
1936500	b4428	1	7023	-	hokB	toxic polypeptide, small (NCBI)	0.5333	4	hokB	1491922	1492071
15541	b1420	1	7023	-	mokB	regulatory peptide (NCBI)	0.5119	6	mokB	1491962	1492129
1936501	b4429	6	7023	+	sokB	Antisense sRNA blocking mokB, and hence hokB, translation (RefSeq)	0.5179	2	sokB	1492119	1492175
15542	b1421	1	7023	+	trg	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor (NCBI)	0.5125	46	trg	1492470	1494110
15543	b1422	1	7023	-	ydcI	putative transcriptional regulator LYSR-type (VIMSS)	0.5054	33	ydcI	1494148	1495071
15544	b1423	1	7023	+	ydcJ	hypothetical protein (NCBI)	0.5268	37	ydcJ	1495288	1496631
15545	b1424	1	7023	+	mdoD	glucan biosynthesis protein, periplasmic (RefSeq)	0.5079	61	opgD	1496856	1498511
15547	b1426	1	7023	+	ydcH	orf, hypothetical protein (VIMSS)	0.4133	7	ydcH	1498651	1498875
15548	b1427	1	7023	+	rimL	ribosomal-protein-L7/L12-serine acetyltransferase (NCBI)	0.4333	18	rimL	1498938	1499477
15549	b1428	1	7023	-	ydcK	predicted enzyme (NCBI)	0.4842	44	ydcK	1499469	1500449
15550	b1429	1	7023	+	tehA	potassium-tellurite ethidium and proflavin transporter (NCBI)	0.5317	28	tehA	1500573	1501565
15551	b1430	1	7023	+	tehB	predicted S-adenosyl-L-methionine-dependent methyltransferase (NCBI)	0.4596	26	tehB	1501562	1502155
15552	b1431	1	7023	+	ydcL	predicted lipoprotein (NCBI)	0.4469	37	ydcL	1502457	1503125
1936505	b4578	7	7023	-	insP	NA	0.4583	18	yncK	1503218	1503649
15553	b1432	1	7023	+	insQ	IS609 transposase B (RefSeq)	0.5187	33	insQ	1503657	1504865
15554	b1433	1	7023	-	b1433	putative membrane transport protein (VIMSS)	0.5298	41	ydcO	1504905	1506080
15555	b1434	1	7023	+	ydcN	predicted DNA-binding transcriptional regulator (NCBI)	0.4935	15	sutR	1506172	1506708
15556	b1435	1	7023	+	ydcP	putative collagenase (VIMSS)	0.5107	55	rlhA	1506781	1508742
15557	b1436	1	7023	-	yncJ	hypothetical protein (NCBI)	0.4892	4	yncJ	1508834	1509064
15558	b4532	1	7023	+	yncN	orf, hypothetical protein (VIMSS)	0.4915	3	hicA	1509286	1509462
15559	b1438	1	7023	+	ydcQ	predicted DNA-binding transcriptional regulator (RefSeq)	0.4556	21	hicB	1509508	1509924
15560	b1439	1	7023	+	ydcR	fused predicted DNA-binding transcriptional regulator/predicted amino transferase (NCBI)	0.5139	48	ydcR	1510003	1511409
15561	b1440	1	7023	+	ydcS	predicted spermidine/putrescine transporter subunit (NCBI)	0.5279	39	ydcS	1511654	1512799
15562	b1441	1	7023	+	ydcT	predicted spermidine/putrescine transporter subunit (NCBI)	0.5444	24	ydcT	1512817	1513830
15563	b1442	1	7023	+	ydcU	predicted spermidine/putrescine transporter subunit (NCBI)	0.5297	38	ydcU	1513831	1514772
15564	b1443	1	7023	+	ydcV	predicted spermidine/putrescine transporter subunit (NCBI)	0.5396	24	ydcV	1514762	1515556
15565	b1444	1	7023	+	ydcW	medium chain aldehyde dehydrogenase (NCBI)	0.5319	42	patD	1515578	1517002
3446177	b4598	1	7023	-	yncL	hypothetical protein (RefSeq)	0.3333	7	yncL	1517099	1517194
15566	b1445	1	7023	+	b1445	orf, hypothetical protein (VIMSS)	0.4483	5	ortT	1517389	1517562
15567	b1446	1	7023	+	ydcY	hypothetical protein (NCBI)	0.5427	8	ydcY	1517648	1517881
15568	b1447	1	7023	-	ydcZ	predicted inner membrane protein (NCBI)	0.5178	13	ydcZ	1517882	1518331
15569	b1448	1	7023	-	yncA	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)	0.5318	16	mnaT	1518328	1518846
15570	b1449	1	7023	+	yncB	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (RefSeq)	0.5231	47	curA	1519027	1520064
15571	b1450	1	7023	+	b1450	orf, hypothetical protein (VIMSS)	0.4369	32	mcbR	1520262	1520927
15572	b1451	1	7023	-	yncD	predicted iron outer membrane transporter (NCBI)	0.5107	84	pqqU	1520963	1523065
15573	b1452	1	7023	+	yncE	hypothetical protein (NCBI)	0.5066	44	yncE	1523307	1524368
15574	b1453	1	7023	-	ansP	L-asparagine permease (VIMSS)	0.52	52	ansP	1524481	1525980
15575	b1454	1	7023	+	yncG	predicted enzyme (NCBI)	0.4741	19	yncG	1526247	1526864
15576	b1455	1	7023	+	yncH	hypothetical protein (NCBI)	0.3146	13	yncH	1526940	1527152
15577	b1456	7	7023	+	rhsE	rhsE element core protein RshE (RefSeq)	0.5817	64	rhsE	1527890	1529938
15578	b1457	1	7023	+	ydcD	hypothetical protein (NCBI)	0.2733	47	ydcD	1529922	1530404
15580	b1459	7	7023	+	yncI	hypothetical protein (NCBI)	0.3786	48	yncI	1530586	1531639
15581	b1460	1	7023	+	ydcC	hypothetical protein (NCBI)	0.4178	44	ydcC	1531816	1532952
15582	b1461	1	7023	+	ydcE	4-oxalocrotonate tautomerase (NCBI)	0.4316	9	pptA	1533052	1533285
15583	b1462	1	7023	-	b1462	orf, hypothetical protein (VIMSS)	0.5123	19	yddH	1533282	1533851
15584	b1463	1	7023	+	nhoA	N-hydroxyarylamine O-acetyltransferase (NCBI)	0.5142	21	nhoA	1534024	1534869
15585	b1464	1	7023	-	yddE	hypothetical protein (NCBI)	0.5201	23	yddE	1534965	1535858
15586	b1465	1	7023	-	narV	nitrate reductase 2 (NRZ), gamma subunit (NCBI)	0.5272	17	narV	1535937	1536617
15587	b1466	1	7023	-	narW	nitrate reductase 2 (NRZ), delta subunit (assembly subunit) (NCBI)	0.5632	16	narW	1536614	1537309
15588	b1467	1	7023	-	narY	nitrate reductase 2 (NRZ), beta subunit (NCBI)	0.543	41	narY	1537309	1538853
15589	b1468	1	7023	-	narZ	nitrate reductase 2 (NRZ), alpha subunit (NCBI)	0.5504	115	narZ	1538850	1542590
15590	b1469	1	7023	-	narU	nitrate/nitrite transporter (NCBI)	0.4896	58	narU	1542672	1544060
15591	b1470	1	7023	-	yddJ	hypothetical protein (NCBI)	0.3571	29	yddJ	1544384	1544719
15592	b1471	7	7023	-	yddK	hypothetical protein (RefSeq)	0.3242	76	yddK	1544758	1545714
15593	b1472	7	7023	-	yddL	predicted lipoprotein (RefSeq)	0.4229	19	yddL	1545738	1546028
15594	b1473	1	7023	-	yddG	predicted methyl viologen efflux pump (RefSeq)	0.4966	48	yddG	1546288	1547169
15595	b1474	1	7023	+	fdnG	formate dehydrogenase-N, alpha subunit, nitrate-inducible (NCBI)	0.5417	92	fdnG	1547401	1550448
15596	b1475	1	7023	+	fdnH	formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible (NCBI)	0.5503	26	fdnH	1550461	1551345
15597	b1476	1	7023	+	fdnI	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible (NCBI)	0.4969	18	fdnI	1551338	1551991
15598	b1477	1	7023	-	yddM	predicted DNA-binding transcriptional regulator (RefSeq)	0.5123	3	yddM	1552398	1552682
15599	b1478	1	7023	-	adhP	alcohol dehydrogenase (VIMSS)	0.5242	34	adhP	1552828	1553838
15600	b1479	1	7023	-	sfcA	NAD-linked malate dehydrogenase (malic enzyme) (VIMSS)	0.52	58	maeA	1553972	1555669
15601	b1480	1	7023	-	sra	30S ribosomal subunit protein S22 (NCBI)	0.442	8	sra	1555826	1555963
15602	b1481	1	7023	-	b1481	orf, hypothetical protein (VIMSS)	0.4537	5	bdm	1556065	1556280
15603	b1482	1	7023	+	osmC	osmotically inducible, stress-inducible membrane protein (NCBI)	0.5	10	osmC	1556625	1557056
15604	b1483	1	7023	-	ddpF	D-ala-D-ala transporter subunit (NCBI)	0.5458	32	ddpF	1557112	1558038
15605	b1484	1	7023	-	ddpD	D-ala-D-ala transporter subunit (NCBI)	0.541	31	ddpD	1558031	1559017
15606	b1485	1	7023	-	ddpC	D-ala-D-ala transporter subunit (NCBI)	0.5307	33	ddpC	1559014	1559910
15607	b1486	1	7023	-	ddpB	D-ala-D-ala transporter subunit (NCBI)	0.5494	31	ddpB	1559907	1560929
15608	b1487	1	7023	-	ddpA	D-ala-D-a la transporter subunit (NCBI)	0.5035	53	ddpA	1560931	1562481
15609	b1488	1	7023	-	ddpX	D-ala-D-ala dipeptidase, Zn-dependent (NCBI)	0.5292	19	ddpX	1562495	1563076
15610	b1489	1	7023	-	b1489	putative enzyme (VIMSS)	0.5021	78	dosP	1563334	1565733
15611	b1490	1	7023	-	yddV	predicted diguanylate cyclase (RefSeq)	0.444	69	dosC	1565758	1567140
15612	b1491	1	7023	-	yddW	predicted liprotein (NCBI)	0.5235	53	digH	1567504	1568823
15613	b1492	1	7023	-	gadC	predicted glutamate:gamma-aminobutyric acid antiporter (NCBI)	0.4811	62	gadC	1568954	1570489
15614	b1493	1	7023	-	gadB	glutamate decarboxylase B, PLP-dependent (NCBI)	0.5332	38	gadB	1570645	1572045
15615	b1494	1	7023	-	pqqL	predicted peptidase (NCBI)	0.4664	111	pqqL	1572407	1575202
15616	b1495	1	7023	-	yddB	predicted porin protein (NCBI)	0.4598	144	yddB	1575247	1577619
